,species,authors,citation,year_of_publication,year_of_data_collection,month,state,location,gps_coordinates,lat,lon,scale,urban,habitat,density_per_km2,highest_density_multiple_records,range_av_per_km2,av_rainfall,annual_rain_at_time_of_study,baited,dingoes_present,method,confidence_in_density_estimate,notes,notes2,time,years,ninoa,month_int,r_index,worldclim
289,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1995,,,10,1995-10,97.1538848876953
290,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1995,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.5,,0.6,160,,no,,spotlighting,High,,,1995,,,12,1995-12,113.977294921875
291,fox,"Dickman, unpub data",unpub data,,1995,Mar,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,27,1995,,,3,1995-03,110.026786804199
292,fox,"Dickman, unpub data",unpub data,,1995,Jun,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,29,1995,,,6,1995-06,139.34504699707
293,fox,"Dickman, unpub data",unpub data,,1995,Aug,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,31,1995,,,8,1995-08,99.1894836425781
294,fox,"Dickman, unpub data",unpub data,,1995,Sep,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.03,,,,,no,yes,spotlighting,High,,32,1995,,,9,1995-09,76.820442199707
295,fox,"Dickman, unpub data",unpub data,,1995,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.03,,,,,no,yes,spotlighting,High,,33,1995,,,11,1995-11,91.6245269775391
296,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1996,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.866933,149.01387,10km2,No,Sub-alpine forest,0.7,,0.7,,,no (but periodic baiting before),,spotlighting,High,"Grassy, Namadgi National Park (removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1996,,,5,1996-05,471.722106933594
297,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1996,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.752016,148.978486,10km2,No,Sub-alpine forest,0.7,,0.7,,,no (but periodic baiting before),,spotlighting,High,"Boboyan, Namadgi National Park (removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1996,,,5,1996-05,480.367523193359
298,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1996,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.616787,148.946422,10km2,No,Sub-alpine forest,1.7,,1.7,,,no,,spotlighting,High,"Orroral, Namadgi National Park (non-removal site 1)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1996,,,5,1996-05,524.210632324219
299,fox,Banks,"Banks, P. B. (2000). Can foxes regulate rabbit populations? Journal of Wildlife Management, 64, 401-406.",2000,1996,May,ACT,Namadgi National Park,"35""40'S, 149""5'E",-35.696943,149.08586,10km2,No,Sub-alpine forest,1.3,,1.3,,,no,,spotlighting,High,"Glendale, Namadgi National Park (non-removal site 2)","If we can get the GPS data for the 4 valleys, can splot Banks data into 4 GPS coordinate",1996,,,5,1996-05,474.932556152344
300,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Jul,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.3,,"1.7""6.0",,,no,,Active den counts,High,,,1996,,,7,1996-07,385.539794921875
301,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Jan,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.4,,2.4-5.3,,,no,,Active den counts,High,,,1996,,,1,1996-01,450.212066650391
302,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Mar,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.6,,2.4-5.3,,,no,,Active den counts,High,,,1996,,,3,1996-03,415.348449707031
303,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Jun,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.8,,2.4-5.3,,,no,,Active den counts,High,,,1996,,,6,1996-06,333.699310302734
304,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Oct,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.9,,2.4-5.3,,,no,,Active den counts,High,,,1996,,,10,1996-10,460.151641845703
305,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Dec,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.2,,2.4-5.3,,,no,,Active den counts,High,,,1996,,,12,1996-12,528.261169433594
306,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Apr,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.52,,"1.7""6.0",,,no,,Natal den counts,High,pre-breeding,,1996,,,4,1996-04,358.878692626953
307,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1996,Nov,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1.26,,"1.7""6.0",,,no,,Natal den counts,High,post-breeding,,1996,,,11,1996-11,511.401916503906
308,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1996,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km15,No,Arid,0,0,0,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1996,,,9,1996-09,141.045867919922
309,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1996,Dec,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km16,No,Arid,0,0,0,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1996,,,12,1996-12,111.639152526855
310,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1996,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km15,No,Arid,0.025,2.5,0.025,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1996,,,9,1996-09,141.045867919922
311,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1996,Dec,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km16,No,Arid,0,0,0,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1996,,,12,1996-12,111.639152526855
312,fox,Greentree,"Greentree, C., Saunders, G., McLeod, L. & Hone, J. (2000). Lamb predation and fox control in south-eastern Australia. Journal of Applied Ecology, 37, 935-943.",2000,1996,Oct,NSW,near Boorowa & Murringo,"34"" 28' 0""S, 148"" 32' 0"" E",-32.916667,148.766667,20km2,No,Temperate agricultural,1.3,,1.3,,,low (1-2 sessions per yr),,spotlighting,High,,,1996,,,10,1996-10,504.004211425781
313,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1996,Nov,NSW,"Larras Lee, Central Tablelands:30 km south-east of Lake Burrendong","33""00'S, 148""52'E",-32.98,149.52,50km2,No,Temperate agricultural,1.5,,1.5,705,801,shot,,spotlighting,High,,,1996,,,11,1996-11,626.151123046875
314,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1996,Nov,NSW,"Mumbil, west foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.666667,149.03,36km5,No,Temperate agricultural,0.35,,0.35,668,842,shot,,spotlighting,High,,,1996,,,11,1996-11,532.36474609375
315,fox,Kay,"Kay, B., Gifford, E., Perry, R. & van de Ven, R. (2000). Trapping efficiency for foxes (<i>Vulpes vulpes</i>) in central New SouthWales: age and sex biases and the effects of reduced fox abundance. Wildlife Research, 27, 547-552.",2000,1996,Nov,NSW,"Mudgee, east foreshore Lake Burrendong, Central Tablelands","32""40 S, 149""10 E",-32.644,149.39,22km5,No,Temperate agricultural,0.7,,0.7,668,842,shot,,spotlighting,High,,,1996,,,11,1996-11,578.04541015625
316,fox,Mahon,"Mahon, P. S., Banks, P. B., and Dickman, C. R. (1998). Population
indices for wild carnivores: a critical study in sand-dune habitat,
south-western Queensland. Wildlife Research 25, 11""22.",1998,1996,Oct,QLD,Simpson Desert,not provided- ayesha sourced,-23.756,138.474,12km2,No,Arid grazing,0.016666667,,0.016666667,,,no,,spotlighting,High,,,1996,,,10,1996-10,75.697380065918
317,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1996,,,2,1996-02,86.7015075683594
318,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.2,,0.6,160,,no,,spotlighting,High,,,1996,,,4,1996-04,81.9503555297852
319,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.25,,0.6,160,,no,,spotlighting,High,,,1996,,,6,1996-06,47.819507598877
320,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.1,,0.6,160,,no,,spotlighting,High,,,1996,,,8,1996-08,62.1968154907227
321,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1996,,,10,1996-10,79.3356323242188
322,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.5,,0.6,160,,no,,spotlighting,High,,,1996,,,12,1996-12,115.71662902832
323,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1996,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1996,,,2,1996-02,86.7015075683594
324,fox,"Dickman, unpub data",unpub data,,1996,Mar,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.08,,,,,no,yes,spotlighting,High,,34,1996,,,3,1996-03,104.347961425781
325,fox,"Dickman, unpub data",unpub data,,1996,Jun,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,36,1996,,,6,1996-06,84.6369400024414
326,fox,"Dickman, unpub data",unpub data,,1996,Sep,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,38,1996,,,9,1996-09,77.6447525024414
327,fox,"Dickman, unpub data",unpub data,,1996,Oct,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,39,1996,,,10,1996-10,75.697380065918
328,fox,"Dickman, unpub data",unpub data,,1996,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,40,1996,,,11,1996-11,71.7613143920898
329,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1997,Mar,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.7,,2.4-5.3,,,no,,Active den counts,High,,,1997,1997,nino,3,1997-03,357.89697265625
330,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1997,May,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),1,,2.4-5.3,,,no,,Active den counts,High,,,1997,1997,nino,5,1997-05,255.553985595703
331,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1997,Jun,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.8,,2.4-5.3,,,no,,Active den counts,High,,,1997,1997,nino,6,1997-06,260.710601806641
332,fox,Berghout (2001),"Berghout, M 2001, Ecology of the red fox on the central tablelands of New South Wales, PhD thesis, University of
Canberra, Canberra.(in Gentle 2006 Ref Fox Pest Status Review)",2001,1997,Dec,NSW,"properties ""Templemore"" and ""Spring Valley"" near Murringo (midway between the towns of Boorowa and Young)","34""15"" S, 148""30"" E",-34.25,148.5,61.3km2,No,Temperate agricultural (central tablelands New South Wales),0.9,,2.4-5.3,,,no,,Active den counts,High,culled,,1997,1997,nino,12,1997-12,307.604400634766
333,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1997,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1997,1997,nino,4,1997-04,147.817810058594
334,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1997,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1997,1997,nino,6,1997-06,150.352081298828
335,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1997,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1997,1997,nino,8,1997-08,116.105491638184
336,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1997,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.25,,0.6,160,,no,,spotlighting,High,,,1997,1997,nino,10,1997-10,75.2884140014649
337,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1997,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1997,1997,nino,12,1997-12,83.7275314331055
338,fox,"Dickman, unpub data",unpub data,,1997,Apr,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,41,1997,1997,nino,4,1997-04,179.351226806641
339,fox,"Dickman, unpub data",unpub data,,1997,Jun,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,43,1997,1997,nino,6,1997-06,182.697570800781
340,fox,"Dickman, unpub data",unpub data,,1997,Sep,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0.05,,,,,no,yes,spotlighting,High,,46,1997,1997,nino,9,1997-09,64.3184356689453
341,fox,"Dickman, unpub data",unpub data,,1997,Nov,QLD,Simpson Desert,average of several sites,-23.756,138.474,,No,Arid grazing,0,,,,,no,yes,spotlighting,High,,48,1997,1997,nino,11,1997-11,61.8847351074219
342,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Apr,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km17,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1998,1998,nina,4,1998-04,139.551635742188
343,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km18,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1998,1998,nina,9,1998-09,157.382431030273
344,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Oct,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km19,No,Arid,0.015,1.5,0.015,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,1998,1998,nina,10,1998-10,132.754669189453
345,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Apr,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km17,No,Arid,0.045,4.5,0.045,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1998,1998,nina,4,1998-04,139.551635742188
346,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Sep,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km18,No,Arid,0,0,0,220,,no,,Track indices only (number of tracks per 100km),Low,Baited site,,1998,1998,nina,9,1998-09,157.382431030273
347,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,1998,Oct,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km19,No,Arid,0.04,4,0.04,220,,yes,,Track indices only (number of tracks per 100km),Low,Baited site,,1998,1998,nina,10,1998-10,132.754669189453
348,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.25,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,2,1998-02,121.033996582031
349,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,4,1998-04,118.954406738281
350,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Jun,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,6,1998-06,108.549499511719
351,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Aug,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,8,1998-08,119.234512329102
352,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Oct,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,10,1998-10,105.818634033203
353,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1998,Dec,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1998,1998,nina,12,1998-12,127.334403991699
354,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1999,Feb,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.05,,0.6,160,,no,,spotlighting,High,,,1999,1999,nina,2,1999-02,100.064445495605
355,fox,Read,"Read, J. & Bowen, Z. (2001). Population dynamics, diet and aspects of the biology of feral cats and foxes in arid South Australia. Wildlife Research, 28, 195-203.",2001,1999,Apr,SA,"Roxby Downs, 15km north of town",not provided- ayesha sourced,-30.45,136.873169,200km2,No,Arid grazing,0.5,,0.6,160,,no,,spotlighting,High,,,1999,1999,nina,4,1999-04,94.7320404052734
356,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,2000,Apr,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km2,No,Arid,0.01,1,0.01,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,2000,2000,nina,4,2000-04,362.343322753906
357,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,2000,May,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km2,No,Arid,0.04,4,0.04,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,2000,2000,nina,5,2000-05,349.673431396484
358,fox,Burrows,"Burrows, N. D., Algar, D., Robinson, A. D., Sinagra, J., Ward, B. & Liddelow, G. (2003). Controlling introduced predators in the Gibson Desert of Western Australia. Journal of Arid Environments, 55, 691-713.",2003,2000,Jul,WA,Gibson Desert Nature Reserve,"24.5S, 124.7E",-24.5,124.7,3200km2,No,Arid,0.13,13,0.13,220,,no,,Track indices only (number of tracks per 100km),Low,Unbaited site,,2000,2000,nina,7,2000-07,285.709899902344
